text	label
5/ coronavirus? the world health organization announced the official name for the disease caused by the new coronavirus on february 11, 2020. the new name is covid-19, short for “coronavirus disease 2019.”	0
a florida woman had surgery to give herself a third boob:  	1
 _ what a tit!!	1
“: a florida woman had surgery to give herself a third boob:   tired of people man	1
“: a florida woman had surgery to give herself a third boob:   total recall steeze	1
“: a florida woman had surgery to give herself a third boob:   ok	1
 you had me at florida, nothing coming out of florida can shock me anymore.	1
“: a florida woman had surgery to give herself a third boob:  😧	1
😕 rt : a florida woman had surgery to give herself a third boob:  	1
“ a florida woman had surgery to give herself a third boob:   huh?	1
 that's gross bruh	1
“: a florida woman had surgery to give herself a third boob:   😷😷 whatttt	1
lmaooo rt  a florida woman had surgery to give herself a third boob: 	1
da fuck... rt: a florida woman had surgery to give herself a third boob:  	1
stopwhitepeople2014 “: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   floridayall	1
_jaaz  😂😂😂😂	1
"wtf  rt"": a florida woman had surgery to give herself a third boob:  "	1
“: a florida woman had surgery to give herself a third boob:   yuck	1
"!!! "" : a florida woman had surgeryto give herself a third boob:"	1
“: a florida woman had surgery to give herself a third boob:   what the fuck..	1
 nooooooooo	1
“: a florida woman had surgery to give herself a third boob:   huhh 😳😳	1
“: a florida woman had surgery to give herself a third boob:   turn up 1 time	1
fammm! 😖 total recall “: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   😂😂😂	1
“: a florida woman had surgery to give herself a third boob:   for the love of god	1
"_champion  "" america "" -  "	1
  damn, someone tell her scholarship	1
 such an amazing woman. what were they thinking?	1
“: a florida woman had surgery to give herself a third boob:   😒😒	1
finally. 	1
_neek  she looks like prue back when she was on 90210	1
"what is this total recall?! "": a woman had surgery to give herself a third boob:  "	1
......... “: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   respect	1
welp... i'm out 🚶 rt“: a florida woman had surgery to give herself a third boob:  	1
 thinking of getting that done too	1
totalrecall2014 rt  a florida woman had surgery to give herself a third boob:   	1
“: a florida woman had surgery to give herself a third boob:   obvs florida	1
 only in florida.	1
 she wanted 3	1
“: a florida woman had surgery to give herself a third boob:   i feel sick	1
“: a florida woman had surgery to give herself a third boob:   white people	1
“: a florida woman had surgery to give herself a third boob:   she needs jesus	1
“: a florida woman had surgery to give herself a third boob:   😷👀	1
“: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   whyyyy	1
 i know a bartender with a uniboob	1
“: a florida woman had surgery to give herself a third boob:   wtf	1
 what is in the water down there?	1
“: a florida woman had surgery to give herself a third boob:   😂😂😂	1
 god dam i'm moving out of florida i'm done!	1
“: a florida woman had surgery to give herself a third boob:   new breed of bae	1
“: a florida woman had surgery to give herself a third boob:   recall is now	1
“: a florida woman had surgery to give herself a third boob:   floridians are crazy😳	1
 lol wtf and she only did it to try and get mtv to give her a tv show. what is wrong with people?	1
@_brownbear65  😍	1
“: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:  	1
what's her @? rt : a florida woman had surgery to give herself a third boob:  	1
 wowwww	1
 retarted	1
wtf. “: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   only in florida	1
florida: land of crazy rt “: a florida woman had surgery to get a third boob:  	1
  lmao😂😂🙈🙊	1
why florida, why rt : a florida woman had surgery to give herself a third boob:  	1
that's kinky rt : a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   this made me lol	1
😕 “: a florida woman had surgery to give herself a third boob:  	1
  yuck	1
what!“: a florida woman had surgery to give herself a third boob:  	1
lol, what!? “: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   stop white people.	1
“: a florida woman had surgery to give herself a third boob:   wow	1
“: a florida woman had surgery to give herself a third boob:   😩	1
rt : a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   wtf?! america	1
  would be impressed	1
😑 rt : a florida woman had surgery to give herself a third boob:  	1
 total recall	1
 @_domfernley   dom's type of bird	1
only whit.. nvm “: a florida woman had surgery to give herself a third boob:  	1
“: a woman had surgery to give herself a third boob:   i want to smash my face in	1
the future“: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   bitch, you annoying!	1
“: a florida woman had surgery to give herself a third boob:   what the fuck...	1
“: a florida woman had surgery to give herself a third boob:   still got a lazy eye	1
  aaaaaand she put all her savings into funding a reality tv show that she wants about her 3 boobs	1
“: a florida woman had surgery to give herself a third boob:   tf	1
“: a florida woman had surgery to give herself a third boob:   i hate people...	1
wtf? “: a florida woman had surgery to give herself a third boob:  	1
“: a florida woman had surgery to give herself a third boob:   👅🐶	1
 _olivia why...	1
“: a florida woman had surgery to give herself a third boob:   son...	1
 😕😕😕	1
  hahahahha i'm dying 😂😂😂😂😂😂😂😂😂	1
“: a florida woman had surgery to give herself a third boob:   stop. what is this?	1
